"nodeA","nodeB","nodeC","rel1","rel2","rel3"
"psoriasis arthropathique","maladie","génétique","6","17","17"
"=infarction=","maladie","génétique","6","17","17"
"syndrome de l'X fragile","maladie","génétique","6","17","17"
"affection cutanée","maladie","génétique","6","17","17"
"maladie de peau","maladie","génétique","6","17","17"
"anomalie héréditaire","maladie","génétique","6","17","17"
"obésité","maladie","génétique","6","17","17"
"obésité","maladie","génétique","17","17","17"
"céroïde lipofuscinose neuronale de type infantile tardive","maladie","génétique","6","17","17"
"stéatopygie","maladie","génétique","6","17","17"
"angiochondromatose","maladie","génétique","6","17","17"
"dermatose","maladie","génétique","6","17","17"
"infarctus","maladie","génétique","6","17","17"
"céroïde-lipofuscinose infantile","maladie","génétique","6","17","17"
"LAM pulmonaire sporadique","maladie","génétique","6","17","17"
"gonococcie","maladie","génétique","6","17","17"
"syndrome de Gilbert","maladie","génétique","6","17","17"
"syndrome d'Aicardi","maladie","génétique","6","17","17"
"=genetic disorder=","maladie","génétique","6","17","17"
"dyskératose congénitale","maladie","génétique","6","17","17"
"maladie de la peau","maladie","génétique","6","17","17"
"maladie dermatologique","maladie","génétique","6","17","17"
"=obesity=","maladie","génétique","6","17","17"
"=obesity=","maladie","génétique","17","17","17"
"maladie génétique","maladie","génétique","6","17","17"
"syndrome d'Usher","maladie","génétique","6","17","17"
"syndrome de Miller-Dieker","maladie","génétique","6","17","17"
"=skin disorder=","maladie","génétique","6","17","17"
"affection de la peau","maladie","génétique","6","17","17"
"trouble cutané","maladie","génétique","6","17","17"
"maladie héréditaire","maladie","génétique","6","17","17"
"LAM","maladie","génétique","6","17","17"
"syndrome de Zinsser-Engman-Cole","maladie","génétique","6","17","17"
"lymphangioléiomyomatose","maladie","génétique","6","17","17"
"maladie de Wilson","maladie","génétique","6","17","17"
"=ovarian cyst=","maladie","génétique","6","17","42"
"=rheumatic chorea=","maladie","génétique","6","17","42"
"chondrodysplasie déformante héréditaire","maladie","génétique","6","17","42"
"se déchausser","maladie","génétique","42","17","42"
"cancer du sein","maladie","génétique","6","17","42"
"=hereditary multiple exostoses=","maladie","génétique","6","17","42"
"hémochromatose primitive","maladie","génétique","6","17","42"
"trouble du métabolisme du fer","maladie","génétique","6","17","42"
"maladie de Gilbert","maladie","génétique","6","17","42"
"alacrymie-achalasie-addisonisme","maladie","génétique","6","17","42"
"dermatite atopique","maladie","génétique","6","17","42"
"eczéma atopique","maladie","génétique","6","17","42"
"ictère héréditaire de gilbert","maladie","génétique","6","17","42"
"anorexie","maladie","génétique","6","17","42"
"myosite ossifiante progressive","maladie","génétique","6","17","42"
"kyste à l'ovaire","maladie","génétique","6","17","42"
"maladie ostéogénique","maladie","génétique","6","17","42"
"diabète bronzé","maladie","génétique","6","17","42"
"anémie par carence en fer","maladie","génétique","6","17","42"
"parodontose","maladie","génétique","6","17","42"
"maladie exostosante multiple","maladie","génétique","6","17","42"
"trachéomalacie","maladie","génétique","6","17","42"
"chorée rhumatismale sans atteinte cardiaque","maladie","génétique","6","17","42"
"trachéobronchomalacie","maladie","génétique","6","17","42"
"cholémie familiale congénitale","maladie","génétique","6","17","42"
"dyskératose congénitale","maladie","génétique","6","17","42"
"syndrome de Zinsser-Engman-Cole","maladie","génétique","6","17","42"
"pyorrhée alvéolo-dentaire","maladie","génétique","6","17","42"
"danse de saint Guy","maladie","génétique","6","17","42"
"fibrodysplasie ossifiante progressive","maladie","génétique","6","17","42"
"adulte handicapé","maladie","génétique","42","17","42"
"=gilbert disease (disorder)=","maladie","génétique","6","17","42"
"diabète","maladie","génétique","6","17","42"
"maladie de Bessel-Hagen","maladie","génétique","6","17","42"
"kyste de l'ovaire","maladie","génétique","6","17","42"
"=iron metabolism disorders=","maladie","génétique","6","17","42"
"=huntington's disease=","maladie","génétique","6","17","42"
"pyorrhée","maladie","génétique","6","17","42"
"maladie parodontale","maladie","génétique","6","17","42"
"chorée héréditaire","maladie","génétique","6","17","42"
"maladie de Huntington","maladie","génétique","6","17","42"
"fou","maladie","génétique","42","17","42"
"alopécie","maladie","génétique","6","17","42"
"chorée de Sydenham","maladie","génétique","6","17","42"
"écoulement purulent","maladie","génétique","6","17","42"
"maladie des exostoses multiples","maladie","génétique","6","17","42"
"=purulent discharge=","maladie","génétique","6","17","42"
"spina-bifida","maladie","génétique","6","17","42"
"chorée rhumatismale","maladie","génétique","6","17","42"
"chorée de Huntington","maladie","génétique","6","17","42"
"=spina bifida=","maladie","génétique","6","17","42"
"paradontose","maladie","génétique","6","17","42"
"hyperbilirubinémie de type indirect bénin","maladie","génétique","6","17","42"
"aclasie diaphysaire","maladie","génétique","6","17","42"
"cholémie familiale","maladie","génétique","6","17","42"
"kyste rétentionnel de l'ovaire","maladie","génétique","6","17","42"
"kyste ovarien","maladie","génétique","6","17","42"
"exostose héréditaire multiple","maladie","génétique","6","17","42"
"=hemochromatosis=","maladie","génétique","6","17","42"
"kyste ovarien bénin","maladie","génétique","6","17","42"
"maladies de gilbert","maladie","génétique","6","17","42"
"hyperbilirubinémie de type i","maladie","génétique","6","17","42"
"Chorée","maladie","génétique","6","17","42"
"angiochondromatose","maladie","génétique","6","17","42"
"trouble du langage","maladie","génétique","42","17","42"
"spondyloarthropathie","maladie","génétique","6","17","42"
"spina bifida","maladie","génétique","6","17","42"
"hémochromatose","maladie","génétique","6","17","42"
"chorée de saint jean","maladie","génétique","6","17","42"
"pyorrhée alvéolodentaire","maladie","génétique","6","17","42"
"chondrodysplasie héréditaire déformante","maladie","génétique","6","17","42"
"subictère chronique intermittent","maladie","génétique","6","17","42"
"dysfonctionnement hépatique constitutionnel","maladie","génétique","6","17","42"
"syndrome de Gilbert","maladie","génétique","6","17","42"
"anémie sidéroblastique","maladie","génétique","6","17","42"
"cholémie de gilbert","maladie","génétique","6","17","42"
"biologie","science","génétique","6","9","9"
"biologie","science","génétique","42","9","9"
"acide désoxyribonucléique","biologie","génétique","6","9","6"
"ADN","biologie","génétique","6","9","6"
"biologie des populations","biologie","génétique","6","9","6"
"science","biologie","génétique","","9","9"
"science","biologie","génétique","6","9","9"
"mains","biologie","génétique","42","9","42"
"théorie du genre","biologie","génétique","42","9","42"
"femme","biologie","génétique","42","9","42"
"maladie","se déchausser","génétique","","42","17"
"biologie","mains","génétique","","42","9"
"biologie","théorie du genre","génétique","","42","9"
"maladie","adulte handicapé","génétique","","42","17"
"maladie","fou","génétique","","42","17"
"biologie","femme","génétique","","42","9"
"maladie","trouble du langage","génétique","","42","17"
"spéléologie","géologie","géographie","6","6","6"
"archæologie","géologie","géographie","6","6","6"
"orographie","géologie","géographie","6","6","6"
"archéologie","géologie","géographie","6","6","6"
"géopolitique","économie","géographie","6","6","6"
"géologie","spéléologie","géographie","6","6","6"
"étudier","français","géographie","14","6","14"
"étudier","formation végétale","géographie","14","42","14"
"gynécologie","Médecine","moderne","6","17","17"
"gynécologie","médecine","moderne","6","17","17"
"mathématiques","théorème","logique","9","17","9"
"mathématiques","analyse","logique","9","6","9"
"triangle","arithmétique","mathématique","6","6","6"
"frigidaire","réfrigérateur","allumé","9","17","17"
"réfrigérateur","frigidaire","allumé","9","17","17"
"réfrigérateur","frigo","allumé","9","17","17"
"frigidaire","frigo","allumé","9","17","17"
"frigidaire","frigo","froid","9","",""
"réfrigérateur","frigo","froid","9","",""
"réfrigérateur","frigo","froid","9","","17"
"frigidaire","frigo","froid","9","","17"
"réfrigérateur","frigidaire","froid","9","",""
"réfrigérateur","frigidaire","froid","9","","17"
"frigidaire","réfrigérateur","froid","9","",""
"frigidaire","réfrigérateur","froid","9","","17"
"frigidaire","réfrigérateur","froid","9","17",""
"frigidaire","réfrigérateur","froid","9","17","17"
"réfrigérateur","frigidaire","froid","9","17",""
"réfrigérateur","frigidaire","froid","9","17","17"
"frigidaire","frigo","froid","9","17",""
"réfrigérateur","frigo","froid","9","17",""
"réfrigérateur","frigo","froid","9","17","17"
"frigidaire","frigo","froid","9","17","17"
"frigidaire","réfrigérateur","plein","9","17","17"
"réfrigérateur","frigo","plein","9","17","17"
"frigidaire","frigo","plein","9","17","17"
"réfrigérateur","frigidaire","plein","9","17","17"
"réfrigérateur","frigo","fermé","9","17","17"
"frigidaire","frigo","fermé","9","17","17"
"frigidaire","réfrigérateur","fermé","9","17","17"
"réfrigérateur","frigidaire","fermé","9","17","17"
"réfrigérateur","frigo","réfrigérant","9","17","17"
"frigidaire","frigo","réfrigérant","9","17","17"
"frigidaire","réfrigérateur","réfrigérant","9","17","17"
"réfrigérateur","frigidaire","réfrigérant","9","17","17"
"frigidaire","réfrigérateur","comestible","9","17","17"
"réfrigérateur","frigidaire","comestible","9","17","17"
"réfrigérateur","frigidaire","glacial","9","17","17"
"frigidaire","réfrigérateur","glacial","9","17","17"
"frigidaire","frigo","glacial","9","17","17"
"réfrigérateur","frigo","glacial","9","17","17"
"bacille","maladie","pathogène","","42","17"
"maladie","bacille","pathogène","42","17","42"
"vaccin","Médecine","efficace","6","17","17"
"vaccin","médecine","efficace","6","17","17"
"SIDA","maladie","contagieux","6","17","17"
"Mathieu Lafourcade","maladie","fatigue","42","","42"
"lune","espace","planète","15","9","17"
"lune","espace","planète","15","","17"
"recherche","scientifique","Science","17","",""
"mathématique","scientifique","Science","6","","6"
"biologie","scientifique","Science","17","","6"
"biologie","scientifique","Science","17","","42"
"Chimie","recherche","Science","6","","6"
"Astronomie","recherche","Science","6","","6"
"chimie","recherche","Science","6","","6"
"biologie","recherche","Science","42","","6"
"astronomie","recherche","Science","6","","6"
"biologie","recherche","Science","42","","42"
"science citoyenne","chercheur","Science","9","","6"
"sciences citoyennes","chercheur","Science","9","","6"
"technologie","linguistique","Science","6","6","6"
"logique","linguistique","Science","6","6","6"
"physique des particules","Physique","Science","6","6","6"
"géologie","Physique","Science","6","6","6"
"Mathématiques","Physique","Science","6","6","6"
"Géologie","Physique","Science","6","6","6"
"physique des plasmas","Physique","Science","6","6","6"
"vaccin","Physique","Science","6","6","6"
"vaccin","Chimie","Science","6","6","6"
"physique","Chimie","Science","9","6","6"
"électronique","Chimie","Science","6","6","6"
"chimie organique","Chimie","Science","6","6","6"
"étudier","Chimie","Science","14","6","14"
"pétrologie magmatique","géologie","Science","6","6","6"
"pétrologie cristalline","géologie","Science","6","6","6"
"pétrologie métamorphique","géologie","Science","6","6","6"
"pétrologie sédimentaire","géologie","Science","6","6","6"
"pétrologie","géologie","Science","6","6","6"
"archéologie","géologie","Science","6","6","6"
"logique","Mathématiques","Science","6","6","6"
"arithmétique","Mathématiques","Science","6","6","6"
"étudier","Mathématiques","Science","14","6","14"
"géologie","Géographie","Science","6","6","6"
"Archéologie","Géographie","Science","6","6","6"
"Géologie","Géographie","Science","6","6","6"
"économie","Géographie","Science","6","6","6"
"topographie","Géographie","Science","6","6","6"
"archéologie","Géographie","Science","6","6","6"
"étudier","Géographie","Science","14","6","14"
"technologie","Linguistique","Science","6","6","6"
"logique","Linguistique","Science","6","6","6"
"anatomie","Médecine","Science","6","6","6"
"vaccin","Médecine","Science","6","6","6"
"ophtalmologie","Médecine","Science","6","6","6"
"géologie","Astronomie","Science","6","6","6"
"Géologie","Astronomie","Science","6","6","6"
"cosmologie","Astronomie","Science","6","6","6"
"astrométrie","Astronomie","Science","6","6","6"
"Archéologie","Géologie","Science","6","6","6"
"sédimentologie","Géologie","Science","6","6","6"
"pétrologie magmatique","Géologie","Science","6","6","6"
"pétrologie cristalline","Géologie","Science","6","6","6"
"pétrologie métamorphique","Géologie","Science","6","6","6"
"pétrologie sédimentaire","Géologie","Science","6","6","6"
"pétrologie","Géologie","Science","6","6","6"
"archéologie","Géologie","Science","6","6","6"
"Economie","économie","Science","6","6","6"
"physiologie","médecine","Science","6","6","6"
"Economie","médecine","Science","6","6","6"
"économie","médecine","Science","6","6","6"
"vaccin","médecine","Science","6","6","6"
"toxicologie","médecine","Science","6","6","6"
"topographie","médecine","Science","6","6","6"
"odontologie","médecine","Science","6","6","6"
"ophtalmologie","médecine","Science","6","6","6"
"génétique","médecine","Science","6","6","6"
"psychologie","médecine","Science","6","6","6"
"électronique","technologie","Science","6","6","6"
"logique","mathématique","Science","6","6","6"
"arithmétique","mathématique","Science","6","6","6"
"étudier","mathématiques","Science","14","6","14"
"sismologie","géophysique","Science","6","6","6"
"physique des particules","physique","Science","6","6","6"
"géologie","physique","Science","6","6","6"
"physique des plasmas","physique","Science","6","6","6"
"vaccin","physique","Science","6","6","6"
"sismologie","physique","Science","6","6","6"
"électronique","physique","Science","6","6","6"
"chimie","physique","Science","6","6","6"
"étudier","physique","Science","14","6","14"
"mathématiques","logique","Science","9","6","6"
"sédimentologie","pétrologie","Science","6","6","6"
"pétrologie magmatique","pétrologie","Science","6","6","6"
"pétrologie cristalline","pétrologie","Science","6","6","6"
"pétrologie métamorphique","pétrologie","Science","6","6","6"
"pétrologie sédimentaire","pétrologie","Science","6","6","6"
"médecine","ophtalmologie","Science","9","6","6"
"géologie","géographie","Science","6","6","6"
"économie","géographie","Science","6","6","6"
"topographie","géographie","Science","6","6","6"
"archéologie","géographie","Science","6","6","6"
"étudier","géographie","Science","14","6","14"
"biologie","génétique","Science","9","6","6"
"biologie","génétique","Science","9","6","42"
"biochimie","chimie","Science","6","6","15"
"vaccin","chimie","Science","6","6","6"
"physique","chimie","Science","9","6","6"
"électronique","chimie","Science","6","6","6"
"chimie organique","chimie","Science","6","6","6"
"biochimie","chimie","Science","6","6","6"
"étudier","chimie","Science","14","6","14"
"Mathématiques","arithmétique","Science","9","6","6"
"mathématique","arithmétique","Science","6","6","6"
"mathématiques","arithmétique","Science","9","6","6"
"physique","électricité","Science","9","6","6"
"électronique","électricité","Science","6","6","6"
"physiologie","botanique","Science","6","6","6"
"bryologie","botanique","Science","6","6","6"
"génétique","botanique","Science","6","6","6"
"biochimie","biologie","Science","6","6","15"
"recherche","biologie","Science","","6",""
"physiologie","biologie","Science","6","6","6"
"géologie","biologie","Science","6","6","6"
"anatomie","biologie","Science","6","6","6"
"médecine","biologie","Science","6","6","6"
"toxicologie","biologie","Science","6","6","6"
"zootechnie","biologie","Science","6","6","6"
"paléontologie","biologie","Science","6","6","6"
"entomologie","biologie","Science","6","6","6"
"biophysique","biologie","Science","6","6","6"
"éthologie","biologie","Science","6","6","6"
"génétique","biologie","Science","6","6","6"
"biochimie","biologie","Science","6","6","6"
"étudier","biologie","Science","14","6","14"
"géologie","astronomie","Science","6","6","6"
"cosmologie","astronomie","Science","6","6","6"
"astrométrie","astronomie","Science","6","6","6"
"biochimie","biologie","Science","6","42","15"
"recherche","biologie","Science","","42",""
"physiologie","biologie","Science","6","42","6"
"géologie","biologie","Science","6","42","6"
"anatomie","biologie","Science","6","42","6"
"médecine","biologie","Science","6","42","6"
"toxicologie","biologie","Science","6","42","6"
"zootechnie","biologie","Science","6","42","6"
"paléontologie","biologie","Science","6","42","6"
"entomologie","biologie","Science","6","42","6"
"biophysique","biologie","Science","6","42","6"
"éthologie","biologie","Science","6","42","6"
"génétique","biologie","Science","6","42","6"
"biochimie","biologie","Science","6","42","6"
"étudier","biologie","Science","14","42","14"
"technologie","Linguistique","=science=","6","17","6"
"logique","Linguistique","=science=","6","17","6"
"technologie","linguistique","=science=","6","17","6"
"logique","linguistique","=science=","6","17","6"
"Astronomie","recherche","=science=","6","","6"
"chimie","recherche","=science=","6","","6"
"astronomie","recherche","=science=","6","","6"
"biologie","recherche","=science=","42","","6"
"biologie","recherche","=science=","42","","42"
"recherche","scientifique","=science=","17","",""
"mathématique","scientifique","=science=","6","","6"
"biologie","scientifique","=science=","17","","6"
"biologie","scientifique","=science=","17","","42"
"science citoyenne","chercheur","=science=","9","","6"
"sciences citoyennes","chercheur","=science=","9","","6"
"physique des particules","Physique","=science=","6","6","6"
"Mathématiques","Physique","=science=","6","6","6"
"géologie","Physique","=science=","6","6","6"
"physique des plasmas","Physique","=science=","6","6","6"
"vaccin","Physique","=science=","6","6","6"
"technologie","linguistique","=science=","6","6","6"
"logique","linguistique","=science=","6","6","6"
"géologie","Astronomie","=science=","6","6","6"
"cosmologie","Astronomie","=science=","6","6","6"
"Archéologie","Géographie","=science=","6","6","6"
"géologie","Géographie","=science=","6","6","6"
"économie","Géographie","=science=","6","6","6"
"topographie","Géographie","=science=","6","6","6"
"archéologie","Géographie","=science=","6","6","6"
"étudier","Géographie","=science=","14","6","14"
"logique","Mathématiques","=science=","6","6","6"
"arithmétique","Mathématiques","=science=","6","6","6"
"étudier","Mathématiques","=science=","14","6","14"
"pétrologie","géologie","=science=","6","6","6"
"pétrologie magmatique","géologie","=science=","6","6","6"
"pétrologie cristalline","géologie","=science=","6","6","6"
"archéologie","géologie","=science=","6","6","6"
"Economie","économie","=science=","6","6","6"
"Economie","médecine","=science=","6","6","6"
"économie","médecine","=science=","6","6","6"
"vaccin","médecine","=science=","6","6","6"
"toxicologie","médecine","=science=","6","6","6"
"topographie","médecine","=science=","6","6","6"
"odontologie","médecine","=science=","6","6","6"
"ophtalmologie","médecine","=science=","6","6","6"
"génétique","médecine","=science=","6","6","6"
"psychologie","médecine","=science=","6","6","6"
"électronique","technologie","=science=","6","6","6"
"physique des particules","physique","=science=","6","6","6"
"géologie","physique","=science=","6","6","6"
"physique des plasmas","physique","=science=","6","6","6"
"vaccin","physique","=science=","6","6","6"
"sismologie","physique","=science=","6","6","6"
"chimie","physique","=science=","6","6","6"
"électronique","physique","=science=","6","6","6"
"étudier","physique","=science=","14","6","14"
"logique","mathématique","=science=","6","6","6"
"arithmétique","mathématique","=science=","6","6","6"
"géologie","géographie","=science=","6","6","6"
"économie","géographie","=science=","6","6","6"
"topographie","géographie","=science=","6","6","6"
"archéologie","géographie","=science=","6","6","6"
"étudier","géographie","=science=","14","6","14"
"médecine","ophtalmologie","=science=","9","6","6"
"sédimentologie","pétrologie","=science=","6","6","6"
"pétrologie magmatique","pétrologie","=science=","6","6","6"
"pétrologie cristalline","pétrologie","=science=","6","6","6"
"sismologie","géophysique","=science=","6","6","6"
"Mathématiques","arithmétique","=science=","9","6","6"
"mathématique","arithmétique","=science=","6","6","6"
"biologie","génétique","=science=","9","6","6"
"biologie","génétique","=science=","9","6","42"
"biochimie","chimie","=science=","6","6","15"
"vaccin","chimie","=science=","6","6","6"
"physique","chimie","=science=","9","6","6"
"chimie organique","chimie","=science=","6","6","6"
"biochimie","chimie","=science=","6","6","6"
"électronique","chimie","=science=","6","6","6"
"étudier","chimie","=science=","14","6","14"
"bryologie","botanique","=science=","6","6","6"
"génétique","botanique","=science=","6","6","6"
"géologie","astronomie","=science=","6","6","6"
"cosmologie","astronomie","=science=","6","6","6"
"biochimie","biologie","=science=","6","6","15"
"recherche","biologie","=science=","","6",""
"géologie","biologie","=science=","6","6","6"
"anatomie","biologie","=science=","6","6","6"
"médecine","biologie","=science=","6","6","6"
"toxicologie","biologie","=science=","6","6","6"
"zootechnie","biologie","=science=","6","6","6"
"paléontologie","biologie","=science=","6","6","6"
"éthologie","biologie","=science=","6","6","6"
"génétique","biologie","=science=","6","6","6"
"biochimie","biologie","=science=","6","6","6"
"entomologie","biologie","=science=","6","6","6"
"biophysique","biologie","=science=","6","6","6"
"étudier","biologie","=science=","14","6","14"
"biochimie","biologie","=science=","6","42","15"
"recherche","biologie","=science=","","42",""
"géologie","biologie","=science=","6","42","6"
"anatomie","biologie","=science=","6","42","6"
"médecine","biologie","=science=","6","42","6"
"toxicologie","biologie","=science=","6","42","6"
"zootechnie","biologie","=science=","6","42","6"
"paléontologie","biologie","=science=","6","42","6"
"éthologie","biologie","=science=","6","42","6"
"génétique","biologie","=science=","6","42","6"
"biochimie","biologie","=science=","6","42","6"
"entomologie","biologie","=science=","6","42","6"
"biophysique","biologie","=science=","6","42","6"
"étudier","biologie","=science=","14","42","14"
"progrès scientifique","recherche","technique","42","6","17"
"recherche","progrès scientifique","technique","","17","6"
"maladie","médecine","guérir","","",""
"médecine","maladie","guérir","42","",""
"maladie","Médecine","soigner","","42",""
"maladie","médecine","soigner","","42",""
"Médecine","maladie","soigner","42","","42"
"médecine","maladie","soigner","42","","42"
"étudier","Mathématiques","matière","14","6","14"
"étudier","Géographie","matière","14","6","14"
"géologie","Géographie","matière","6","6","6"
"Géologie","Géographie","matière","6","6","6"
"économie","Géographie","matière","6","6","6"
"étudier","Chimie","matière","14","6","14"
"physique","Chimie","matière","9","6","6"
"géologie","Astronomie","matière","6","6","6"
"Géologie","Astronomie","matière","6","6","6"
"étudier","physique","matière","14","6","14"
"géologie","physique","matière","6","6","6"
"chimie","physique","matière","6","6","6"
"étudier","géographie","matière","14","6","14"
"géologie","géographie","matière","6","6","6"
"économie","géographie","matière","6","6","6"
"étudier","chimie","matière","14","6","14"
"physique","chimie","matière","9","6","6"
"géologie","astronomie","matière","6","6","6"
"étudier","biologie","matière","14","6","14"
"géologie","biologie","matière","6","6","6"
"anatomie","biologie","matière","6","6","6"
"étudier","biologie","livre","14","15","14"
"étudier","mathématiques","cours","14","9","14"
"étudier","mathématiques","cours","14","9",""
"étudier","Géographie","cours","14","6","14"
"économie","Géographie","cours","6","6",""
"étudier","Géographie","cours","14","6",""
"étudier","Chimie","cours","14","6","14"
"physique","Chimie","cours","9","6","6"
"étudier","Chimie","cours","14","6",""
"étudier","physique","cours","14","6","14"
"chimie","physique","cours","6","6","6"
"étudier","physique","cours","14","6",""
"étudier","géographie","cours","14","6","14"
"économie","géographie","cours","6","6",""
"étudier","géographie","cours","14","6",""
"étudier","chimie","cours","14","6","14"
"physique","chimie","cours","9","6","6"
"étudier","chimie","cours","14","6",""
"étudier","mathématiques","discipline","14","9","14"
"technologie","linguistique","discipline","6","6","6"
"étudier","Chimie","discipline","14","6","14"
"physique","Chimie","discipline","9","6","6"
"étudier","Mathématiques","discipline","14","6","14"
"étudier","Géographie","discipline","14","6","14"
"économie","Géographie","discipline","6","6","6"
"technologie","Linguistique","discipline","6","6","6"
"étudier","mathématiques","discipline","14","6","14"
"étudier","physique","discipline","14","6","14"
"chimie","physique","discipline","6","6","6"
"étudier","chimie","discipline","14","6","14"
"physique","chimie","discipline","9","6","6"
"étudier","géographie","discipline","14","6","14"
"économie","géographie","discipline","6","6","6"
"physiologie","botanique","discipline","6","6","6"
"étudier","biologie","discipline","14","6","14"
"physiologie","biologie","discipline","6","6","6"
"biophysique","biologie","discipline","6","6","6"
"entomologie","biologie","discipline","6","6","6"
"étudier","Mathématiques","leçon","14","9","14"
"étudier","mathématiques","leçon","14","9","14"
"étudier","Géographie","formation végétale","14","","14"
"étudier","géographie","formation végétale","14","","14"
"archæologie","géologie","Géographie","6","6","6"
"orographie","géologie","Géographie","6","6","6"
"archéologie","géologie","Géographie","6","6","6"
"géopolitique","économie","Géographie","6","6","6"
"archæologie","Géologie","Géographie","6","6","6"
"orographie","Géologie","Géographie","6","6","6"
"archéologie","Géologie","Géographie","6","6","6"
"Archéologie","Géologie","Géographie","6","6","6"
"étudier","formation végétale","Géographie","14","42","14"
"étudier","physique","chymie","14","9","14"
"vaccin","physique","chymie","6","9","6"
"électronique","physique","chymie","6","9","6"
"lampe","chaleur","électricité","9","6","9"
"lampe","prise","électricité","9","6","9"
"lampadaire","lampe","électricité","9","9","9"
"lampadaire","lampe","électricité","6","9","9"
"maison","lampe","électricité","9","9","9"
"gyrophare","lampe","électricité","9","9","9"
"véhicule","lampe","électricité","9","9","9"
"éteindre","lampe","électricité","14","9","14"
"marcher","lampe","électricité","13","9","13"
"lampe","fil","électricité","9","9","9"
"fil électrique","fil","électricité","9","9","9"
"fil électrique","fil","électricité","6","9","9"
"prise","fil électrique","électricité","9","9","6"
"lampe","fil électrique","électricité","9","9","9"
"lampadaire","fil électrique","électricité","9","9","9"
"électronique","physique","électricité","6","9","6"
"lampe","ampoule","électricité","9","9","9"
"lampe","fil","électricité","9","42","9"
"fil électrique","fil","électricité","9","42","9"
"fil électrique","fil","électricité","6","42","9"
"Astronomie","recherche","Edwin Powell Hubble","6","42","42"
"astronomie","recherche","Edwin Powell Hubble","6","42","42"
"géologie","biologie","étude","6","42","6"
"anatomie","biologie","étude","6","42","6"
"logique","linguistique","étude","6","6","6"
"physique","Chimie","étude","9","6","6"
"logique","Linguistique","étude","6","6","6"
"géologie","Astronomie","étude","6","6","6"
"Géologie","Astronomie","étude","6","6","6"
"cosmologie","Astronomie","étude","6","6","6"
"géologie","physique","étude","6","6","6"
"chimie","physique","étude","6","6","6"
"physique","chimie","étude","9","6","6"
"géologie","astronomie","étude","6","6","6"
"cosmologie","astronomie","étude","6","6","6"
"géologie","biologie","étude","6","6","6"
"anatomie","biologie","étude","6","6","6"
"vivant","biologie","cellule","","42","9"
"biologie","vivant","cellule","42","9","42"
"syndrome d'immunodéficience acquise","maladie","tailler une pipe","6","42","42"
"SIDA","maladie","tailler une pipe","6","42","42"
"sida","maladie","tailler une pipe","6","42","42"
"Edwin Powell Hubble","astronome","Astronomie","6","42",""
"réfrigérateur","frigidaire","glace","9","9","9"
"frigidaire","frigo","glace","9","9","9"
"réfrigérateur","frigo","glace","9","9","9"
"frigidaire","réfrigérateur","glace","9","9","9"
"télévision","tube cathodique","tube de Zworykin","9","42","42"
"regarder","télévision","tube de Zworykin","14","42","42"
"archéologie","minéralogie","Géologie","6","6","6"
"pétrologie sédimentaire","pétrologie","Géologie","6","6","6"
"pétrologie cristalline","pétrologie","Géologie","6","6","6"
"pétrologie magmatique","pétrologie","Géologie","6","6","6"
"pétrologie métamorphique","pétrologie","Géologie","6","6","6"
"sédimentologie","pétrologie","Géologie","6","6","6"
"pétrologie","géoscience","Géologie","6","9","6"
"pétrologie sédimentaire","géoscience","Géologie","6","9","6"
"pétrologie cristalline","géoscience","Géologie","6","9","6"
"pétrologie magmatique","géoscience","Géologie","6","9","6"
"pétrologie métamorphique","géoscience","Géologie","6","9","6"
"sédimentologie","géoscience","Géologie","6","9","6"
"archéologie","minéralogie","géologie","6","6","6"
"pétrologie magmatique","pétrologie","géologie","6","6","6"
"pétrologie sédimentaire","pétrologie","géologie","6","6","6"
"pétrologie cristalline","pétrologie","géologie","6","6","6"
"pétrologie métamorphique","pétrologie","géologie","6","6","6"
"pétrologie magmatique","géoscience","géologie","6","9","6"
"pétrologie sédimentaire","géoscience","géologie","6","9","6"
"pétrologie cristalline","géoscience","géologie","6","9","6"
"pétrologie","géoscience","géologie","6","9","6"
"pétrologie métamorphique","géoscience","géologie","6","9","6"
"physique quantique","physique des particules","Physique","9","6","6"
"télescope Transit","radiotélescope","télescope","6","6","6"
"télescope Lovell","radiotélescope","télescope","6","6","6"
"télescope de 45 mètres de l'observatoire radio de Nobeyama","radiotélescope","télescope","6","6","6"
"biologie","génétique","mains","9","",""
"génétique","biologie","mains","6","",""
"anatomie","biologie","mains","6","",""
"physiologie","biologie","libido","6","",""
"biologie","génétique","théorie du genre","9","",""
"génétique","biologie","théorie du genre","6","",""
"physiologie","biologie","=libido=","6","",""
"lampe","fil électrique","fil","9","9","9"
"alternateur","fil électrique","fil","9","9","9"
"�lectricit�","lampe","fil","15","9","15"
"électricité","lampe","fil","9","9",""
"lampe","fil électrique","fil","9","6","9"
"alternateur","fil électrique","fil","9","6","9"
"fil électrique","électricité","fil","9","","9"
"lampe","électricité","fil","9","","9"
"fil électrique","électricité","fil","9","","6"
"vaccin","médecine","médicament","6","","6"
"maladie","médecine","médicament","","",""
"médecine","maladie","médicament","42","",""
"recherche","progrès scientifique","progrès","","6",""
"progrès scientifique","recherche","progrès","42","","6"
"vaccin","médecine","=medicament=","6","","6"
"maladie","médecine","=medicament=","","",""
"médecine","maladie","=medicament=","42","",""
"médecine","maladie","medicament","42","",""
"maladie","médecine","medicament","","",""
"syndrome d'immunodéficience acquise","maladie","mourir","6","",""
"SIDA","maladie","mourir","6","",""
